accuracy,loss,val_accuracy,val_loss
0.5306122303009033,0.69328773021698,0.6891891956329346,0.668228268623352
0.7176870703697205,0.6430818438529968,0.7297297120094299,0.5577214360237122
0.8027210831642151,0.4971888065338135,0.7297297120094299,0.5625985860824585
0.8741496801376343,0.33264315128326416,0.7162162065505981,0.5938039422035217
0.942176878452301,0.1798841804265976,0.6486486196517944,0.881324052810669
0.9489796161651611,0.1227329671382904,0.6756756901741028,0.8799788951873779
0.9829931855201721,0.07846197485923767,0.6891891956329346,0.7517399787902832
0.9659863710403442,0.0707942545413971,0.7162162065505981,1.041654109954834
0.9659863710403442,0.0769868865609169,0.6486486196517944,0.9788035750389099
0.9727891087532043,0.08996664732694626,0.7702702879905701,0.8627777695655823
0.9795918464660645,0.07172661274671555,0.6756756901741028,1.1525150537490845
0.9693877696990967,0.2053537219762802,0.7297297120094299,0.8430049419403076
0.976190447807312,0.06575722247362137,0.7297297120094299,0.7612303495407104
0.9829931855201721,0.05337242782115936,0.7297297120094299,0.792384147644043
0.9727891087532043,0.06488581746816635,0.7567567825317383,0.7301014065742493
0.9795918464660645,0.06282894313335419,0.7432432174682617,0.786442756652832
0.9863945841789246,0.03839442506432533,0.7162162065505981,0.88472580909729
0.9863945841789246,0.035006631165742874,0.7162162065505981,0.9957764148712158
0.976190447807312,0.05457460880279541,0.7027027010917664,1.070155382156372
0.9829931855201721,0.039695631712675095,0.7162162065505981,0.868575930595398
0.9863945841789246,0.04049310088157654,0.7027027010917664,0.932384192943573
0.9829931855201721,0.04009414091706276,0.7027027010917664,0.9963212013244629
0.9897959232330322,0.03263625502586365,0.7297297120094299,1.0609409809112549
0.9795918464660645,0.07631131261587143,0.7162162065505981,0.9329530000686646
0.976190447807312,0.06272277235984802,0.7432432174682617,0.7277603149414062
0.9897959232330322,0.03518625348806381,0.7297297120094299,0.8906580209732056
0.9829931855201721,0.03402572497725487,0.7297297120094299,1.0478947162628174
0.976190447807312,0.04576561227440834,0.7567567825317383,0.9910833835601807
0.976190447807312,0.046627145260572433,0.7432432174682617,0.9621292352676392
0.9863945841789246,0.031222427263855934,0.7432432174682617,0.9250124096870422
